Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.0639999999999999,0.0640000000000001,0.0459783708510262,0,0,0,0.0148957840871704,1.52703211904122E-05,-7.90214932172821E-12,-4.51023542671482E-24,1.4533043076775E-05,-7.96478407975966E-22,1.24802776693487E-06,0,0,0,0,0,0,package://base_link/meshes/base_link.STL,0.258823529411765,0.27843137254902,0.301960784313725,1,0,0,0,0,0,0,package://base_link/meshes/base_link.STL,,waffle_plates - P-BP-A001_3D-17;waffle_plates - P-BP-A001_3D-6;waffle_plates - P-BP-A001_3D-8;waffle_plates - P-BP-A001_3D-4;waffle_plates - P-BP-A001_3D-15;waffle_plates - P-BP-A001_3D-7;waffle_plates - P-BP-A001_3D-9;waffle_plates - P-BP-A001_3D-10;waffle_plates - P-BP-A001_3D-5;waffle_plates - P-BP-A001_3D-16;waffle_plates - P-BP-A001_3D-11;waffle_plates - P-BP-A001_3D-14;Part2-1;waffle_plates - P-BP-A001_3D-13;waffle_plates - P-BP-A001_3D-12;waffle_plates - P-BP-A001_3D-1;waffle_plates - P-BP-A001_3D-3,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
